timestamp,tier,attack_type,action,threat_score,latency_ms,ai_model
2025-10-09T15:22:52.102897,unprotected,sql_injection,allowed,0.0,2,none
2025-10-09T15:22:52.105551,unprotected,sql_injection,allowed,0.0,2,none
2025-10-09T15:22:52.108229,unprotected,sql_injection,allowed,0.0,2,none
2025-10-09T15:22:52.110827,unprotected,sql_injection,allowed,0.0,2,none
2025-10-09T15:22:52.113438,unprotected,sql_injection,allowed,0.0,2,none
2025-10-09T15:22:52.116066,unprotected,sql_injection,allowed,0.0,2,none
2025-10-09T15:22:52.118691,unprotected,sql_injection,allowed,0.0,2,none
2025-10-09T15:22:52.121302,unprotected,sql_injection,allowed,0.0,2,none
2025-10-09T15:22:52.123875,unprotected,sql_injection,allowed,0.0,2,none
2025-10-09T15:22:52.126472,unprotected,sql_injection,allowed,0.0,2,none
2025-10-09T15:22:52.129356,unprotected,xss,allowed,0.0,2,none
2025-10-09T15:22:52.132008,unprotected,xss,allowed,0.0,2,none
2025-10-09T15:22:52.134651,unprotected,xss,allowed,0.0,2,none
2025-10-09T15:22:52.137242,unprotected,xss,allowed,0.0,2,none
2025-10-09T15:22:52.139844,unprotected,xss,allowed,0.0,2,none
2025-10-09T15:22:52.142423,unprotected,xss,allowed,0.0,2,none
2025-10-09T15:22:52.145024,unprotected,xss,allowed,0.0,2,none
2025-10-09T15:22:52.147453,unprotected,xss,allowed,0.0,2,none
2025-10-09T15:22:52.150114,unprotected,xss,allowed,0.0,2,none
2025-10-09T15:22:52.152693,unprotected,xss,allowed,0.0,2,none
2025-10-09T15:22:52.155556,unprotected,cmd_injection,allowed,0.0,2,none
2025-10-09T15:22:52.158299,unprotected,cmd_injection,allowed,0.0,2,none
2025-10-09T15:22:52.160906,unprotected,cmd_injection,allowed,0.0,2,none
2025-10-09T15:22:52.163498,unprotected,cmd_injection,allowed,0.0,2,none
2025-10-09T15:22:52.166119,unprotected,cmd_injection,allowed,0.0,2,none
2025-10-09T15:22:52.168778,unprotected,cmd_injection,allowed,0.0,2,none
2025-10-09T15:22:52.171533,unprotected,cmd_injection,allowed,0.0,2,none
2025-10-09T15:22:52.174160,unprotected,cmd_injection,allowed,0.0,2,none
2025-10-09T15:22:52.176747,unprotected,cmd_injection,allowed,0.0,2,none
