timestamp,tier,attack_type,action,threat_score,latency_ms,ai_model
2025-10-09T15:21:27.699209,unprotected,sql_injection,allowed,0.0,2,none
2025-10-09T15:21:27.701813,unprotected,sql_injection,allowed,0.0,2,none
2025-10-09T15:21:27.704418,unprotected,sql_injection,allowed,0.0,2,none
2025-10-09T15:21:27.707225,unprotected,xss,allowed,0.0,2,none
2025-10-09T15:21:27.709831,unprotected,xss,allowed,0.0,2,none
2025-10-09T15:21:27.712389,unprotected,xss,allowed,0.0,2,none
2025-10-09T15:21:27.715127,unprotected,cmd_injection,allowed,0.0,2,none
2025-10-09T15:21:27.717594,unprotected,cmd_injection,allowed,0.0,2,none
2025-10-09T15:21:27.720171,unprotected,cmd_injection,allowed,0.0,2,none
2025-10-09T15:21:27.722894,unprotected,path_traversal,allowed,0.0,2,none
2025-10-09T15:21:27.725505,unprotected,path_traversal,allowed,0.0,2,none
2025-10-09T15:21:27.728088,unprotected,path_traversal,allowed,0.0,2,none
2025-10-09T15:21:27.730849,unprotected,ldap_injection,allowed,0.0,2,none
2025-10-09T15:21:27.733466,unprotected,ldap_injection,allowed,0.0,2,none
2025-10-09T15:21:27.736054,unprotected,ldap_injection,allowed,0.0,2,none
2025-10-09T15:21:27.738895,unprotected,business_logic,allowed,0.0,2,none
2025-10-09T15:21:27.741462,unprotected,business_logic,allowed,0.0,2,none
2025-10-09T15:21:27.744020,unprotected,business_logic,allowed,0.0,2,none
2025-10-09T15:21:27.746816,unprotected,ransomware,allowed,0.0,2,none
2025-10-09T15:21:27.749380,unprotected,ransomware,allowed,0.0,2,none
2025-10-09T15:21:27.751940,unprotected,ransomware,allowed,0.0,2,none
2025-10-09T15:21:27.754668,unprotected,normal,allowed,0.0,2,none
2025-10-09T15:21:27.757233,unprotected,normal,allowed,0.0,2,none
2025-10-09T15:21:27.759798,unprotected,normal,allowed,0.0,2,none
2025-10-09T15:21:30.296423,cloud,sql_injection,block,0.95,2536.3879203796387,gemini/gemini-2.0-flash-exp
2025-10-09T15:21:33.062209,cloud,sql_injection,block,0.95,2765.498161315918,gemini/gemini-2.0-flash-exp
2025-10-09T15:21:35.142143,cloud,sql_injection,block,0.95,2079.6189308166504,gemini/gemini-2.0-flash-exp
