timestamp,tier,attack_type,action,threat_score,latency_ms,ai_model
2025-10-09T19:39:22.894602,local,sql_injection,block,0.8,2194.3891048431396,ollama/gemma2:2b
2025-10-09T19:39:24.587110,local,sql_injection,block,0.8,1692.368984222412,ollama/gemma2:2b
2025-10-09T19:39:26.807497,local,sql_injection,block,0.9,2220.1459407806396,ollama/gemma2:2b
2025-10-09T19:39:28.946880,local,sql_injection,block,0.95,2139.238119125366,ollama/gemma2:2b
2025-10-09T19:39:32.193241,local,sql_injection,block,0.9,3246.2170124053955,ollama/gemma2:2b
2025-10-09T19:39:34.740358,local,xss,block,0.8,2546.7209815979004,ollama/gemma2:2b
2025-10-09T19:39:37.250467,local,xss,block,0.8,2510.0018978118896,ollama/gemma2:2b
2025-10-09T19:39:39.247703,local,xss,block,0.8,1996.4029788970947,ollama/gemma2:2b
2025-10-09T19:39:42.502330,local,xss,block,0.95,3254.190683364868,ollama/gemma2:2b
2025-10-09T19:39:45.050393,local,xss,block,0.8,2547.9538440704346,ollama/gemma2:2b
2025-10-09T19:39:48.085402,local,cmd_injection,block,0.9,3034.618139266968,ollama/gemma2:2b
2025-10-09T19:39:50.621765,local,cmd_injection,block,0.95,2534.921169281006,ollama/gemma2:2b
2025-10-09T19:39:53.342546,local,cmd_injection,block,0.95,2720.5381393432617,ollama/gemma2:2b
2025-10-09T19:39:56.340987,local,cmd_injection,block,0.9,2998.3339309692383,ollama/gemma2:2b
2025-10-09T19:40:01.217700,local,cmd_injection,block,0.95,4876.596927642822,ollama/gemma2:2b
2025-10-09T19:40:03.613614,local,path_traversal,block,0.9,2395.4999446868896,ollama/gemma2:2b
2025-10-09T19:40:05.743309,local,path_traversal,block,0.9,2129.5831203460693,ollama/gemma2:2b
2025-10-09T19:40:08.304394,local,path_traversal,block,0.9,2560.9238147735596,ollama/gemma2:2b
2025-10-09T19:40:10.699160,local,path_traversal,block,0.9,2394.495964050293,ollama/gemma2:2b
2025-10-09T19:40:12.623037,local,path_traversal,block,0.9,1923.7430095672607,ollama/gemma2:2b
2025-10-09T19:40:14.514003,local,ldap_injection,block,0.9,1889.8990154266357,ollama/gemma2:2b
2025-10-09T19:40:16.779357,local,ldap_injection,block,0.9,2265.0792598724365,ollama/gemma2:2b
2025-10-09T19:40:19.254055,local,ldap_injection,block,0.8,2471.8501567840576,ollama/gemma2:2b
2025-10-09T19:40:23.012674,local,ldap_injection,block,0.9,3758.212089538574,ollama/gemma2:2b
2025-10-09T19:40:26.978926,local,ldap_injection,block,0.8,3966.1080837249756,ollama/gemma2:2b
2025-10-09T19:40:29.566611,local,business_logic,block,0.8,2586.430072784424,ollama/gemma2:2b
2025-10-09T19:40:38.839036,local,business_logic,block,0.7,9272.300004959106,ollama/gemma2:2b
2025-10-09T19:40:41.620656,local,business_logic,block,0.8,2781.4857959747314,ollama/gemma2:2b
2025-10-09T19:40:44.886525,local,business_logic,block,0.8,3265.6259536743164,ollama/gemma2:2b
2025-10-09T19:40:47.943916,local,business_logic,block,0.8,3057.227849960327,ollama/gemma2:2b
2025-10-09T19:40:50.107695,local,ransomware,block,0.9,2163.390874862671,ollama/gemma2:2b
2025-10-09T19:40:54.328987,local,ransomware,block,0.8,4221.104145050049,ollama/gemma2:2b
2025-10-09T19:40:56.991541,local,ransomware,block,0.8,2661.761999130249,ollama/gemma2:2b
2025-10-09T19:41:00.585722,local,ransomware,block,0.8,3594.0170288085938,ollama/gemma2:2b
2025-10-09T19:41:03.590261,local,ransomware,block,0.8,3004.370927810669,ollama/gemma2:2b
2025-10-09T19:41:06.161652,local,normal,block,0.8,2570.862054824829,ollama/gemma2:2b
2025-10-09T19:41:08.082191,local,normal,block,0.8,1920.3450679779053,ollama/gemma2:2b
2025-10-09T19:41:10.192090,local,normal,block,0.8,2109.753131866455,ollama/gemma2:2b
2025-10-09T19:41:13.075800,local,normal,block,0.6,2883.5461139678955,ollama/gemma2:2b
2025-10-09T19:41:15.520704,local,normal,block,0.5,2444.706916809082,ollama/gemma2:2b
