timestamp,tier,attack_type,action,threat_score,latency_ms,ai_model
2025-10-09T15:20:40.616470,unprotected,sql_injection,allowed,0.0,2,none
2025-10-09T15:20:40.619104,unprotected,sql_injection,allowed,0.0,2,none
2025-10-09T15:20:40.621712,unprotected,sql_injection,allowed,0.0,2,none
2025-10-09T15:20:40.624516,unprotected,xss,allowed,0.0,2,none
2025-10-09T15:20:40.627237,unprotected,xss,allowed,0.0,2,none
2025-10-09T15:20:40.629452,unprotected,xss,allowed,0.0,2,none
2025-10-09T15:20:40.632249,unprotected,cmd_injection,allowed,0.0,2,none
2025-10-09T15:20:40.634870,unprotected,cmd_injection,allowed,0.0,2,none
2025-10-09T15:20:40.637445,unprotected,cmd_injection,allowed,0.0,2,none
2025-10-09T15:20:40.640171,unprotected,path_traversal,allowed,0.0,2,none
2025-10-09T15:20:40.642738,unprotected,path_traversal,allowed,0.0,2,none
2025-10-09T15:20:40.645306,unprotected,path_traversal,allowed,0.0,2,none
2025-10-09T15:20:40.648136,unprotected,ldap_injection,allowed,0.0,2,none
2025-10-09T15:20:40.650728,unprotected,ldap_injection,allowed,0.0,2,none
2025-10-09T15:20:40.653308,unprotected,ldap_injection,allowed,0.0,2,none
2025-10-09T15:20:40.656054,unprotected,business_logic,allowed,0.0,2,none
2025-10-09T15:20:40.658131,unprotected,business_logic,allowed,0.0,2,none
2025-10-09T15:20:40.660735,unprotected,business_logic,allowed,0.0,2,none
2025-10-09T15:20:40.663661,unprotected,ransomware,allowed,0.0,2,none
2025-10-09T15:20:40.666247,unprotected,ransomware,allowed,0.0,2,none
2025-10-09T15:20:40.668421,unprotected,ransomware,allowed,0.0,2,none
2025-10-09T15:20:40.671190,unprotected,normal,allowed,0.0,2,none
2025-10-09T15:20:40.673809,unprotected,normal,allowed,0.0,2,none
2025-10-09T15:20:40.676460,unprotected,normal,allowed,0.0,2,none
2025-10-09T15:20:40.685837,cloud,sql_injection,error,0.0,9.088993072509766,unknown
2025-10-09T15:20:40.688902,cloud,sql_injection,error,0.0,2.7723312377929688,unknown
2025-10-09T15:20:40.691180,cloud,sql_injection,error,0.0,2.1572113037109375,unknown
2025-10-09T15:20:40.694148,cloud,xss,error,0.0,2.665996551513672,unknown
2025-10-09T15:20:40.696739,cloud,xss,error,0.0,2.4471282958984375,unknown
2025-10-09T15:20:40.698278,cloud,xss,error,0.0,1.3871192932128906,unknown
2025-10-09T15:20:40.700612,cloud,cmd_injection,error,0.0,2.0151138305664062,unknown
2025-10-09T15:20:40.702686,cloud,cmd_injection,error,0.0,1.901865005493164,unknown
2025-10-09T15:20:40.704321,cloud,cmd_injection,error,0.0,1.5108585357666016,unknown
