timestamp,tier,attack_type,action,threat_score,latency_ms,ai_model
2025-10-09T15:22:11.513398,unprotected,sql_injection,allowed,0.0,2,none
2025-10-09T15:22:11.516016,unprotected,sql_injection,allowed,0.0,2,none
2025-10-09T15:22:11.518678,unprotected,sql_injection,allowed,0.0,2,none
2025-10-09T15:22:11.521491,unprotected,xss,allowed,0.0,2,none
2025-10-09T15:22:11.524153,unprotected,xss,allowed,0.0,2,none
2025-10-09T15:22:11.526839,unprotected,xss,allowed,0.0,2,none
2025-10-09T15:22:11.529462,unprotected,cmd_injection,allowed,0.0,2,none
2025-10-09T15:22:11.532142,unprotected,cmd_injection,allowed,0.0,2,none
2025-10-09T15:22:11.534848,unprotected,cmd_injection,allowed,0.0,2,none
2025-10-09T15:22:11.537758,unprotected,path_traversal,allowed,0.0,2,none
2025-10-09T15:22:11.540440,unprotected,path_traversal,allowed,0.0,2,none
2025-10-09T15:22:11.542882,unprotected,path_traversal,allowed,0.0,2,none
2025-10-09T15:22:11.545826,unprotected,ldap_injection,allowed,0.0,2,none
2025-10-09T15:22:11.548503,unprotected,ldap_injection,allowed,0.0,2,none
2025-10-09T15:22:11.551059,unprotected,ldap_injection,allowed,0.0,2,none
2025-10-09T15:22:11.554002,unprotected,business_logic,allowed,0.0,2,none
2025-10-09T15:22:11.556655,unprotected,business_logic,allowed,0.0,2,none
2025-10-09T15:22:11.559429,unprotected,business_logic,allowed,0.0,2,none
2025-10-09T15:22:11.562349,unprotected,ransomware,allowed,0.0,2,none
2025-10-09T15:22:11.565012,unprotected,ransomware,allowed,0.0,2,none
2025-10-09T15:22:11.567673,unprotected,ransomware,allowed,0.0,2,none
2025-10-09T15:22:11.570526,unprotected,normal,allowed,0.0,2,none
2025-10-09T15:22:11.572732,unprotected,normal,allowed,0.0,2,none
2025-10-09T15:22:11.575390,unprotected,normal,allowed,0.0,2,none
2025-10-09T15:22:12.042089,cloud,sql_injection,block,0.9,466.2609100341797,gemini/gemini-2.0-flash-exp
2025-10-09T15:22:13.294871,cloud,sql_injection,block,0.9,1252.4757385253906,gemini/gemini-2.0-flash-exp
2025-10-09T15:22:13.905498,cloud,sql_injection,block,0.9,610.3730201721191,gemini/gemini-2.0-flash-exp
2025-10-09T15:22:15.568686,cloud,xss,block,0.9,1662.6782417297363,gemini/gemini-2.0-flash-exp
2025-10-09T15:22:16.154805,cloud,xss,block,0.9,585.8807563781738,gemini/gemini-2.0-flash-exp
2025-10-09T15:22:16.632060,cloud,xss,block,0.9,476.978063583374,gemini/gemini-2.0-flash-exp
2025-10-09T15:22:17.939538,cloud,cmd_injection,block,0.9,1306.0407638549805,gemini/gemini-2.0-flash-exp
2025-10-09T15:22:18.421734,cloud,cmd_injection,block,0.9,481.62102699279785,gemini/gemini-2.0-flash-exp
2025-10-09T15:22:19.678952,cloud,cmd_injection,block,0.9,1256.829023361206,gemini/gemini-2.0-flash-exp
2025-10-09T15:22:20.142952,cloud,path_traversal,block,0.9,463.53721618652344,gemini/gemini-2.0-flash-exp
2025-10-09T15:22:21.519027,cloud,path_traversal,block,0.9,1375.8189678192139,gemini/gemini-2.0-flash-exp
2025-10-09T15:22:21.978485,cloud,path_traversal,block,0.9,459.11288261413574,gemini/gemini-2.0-flash-exp
2025-10-09T15:22:24.731637,cloud,ldap_injection,block,0.95,2752.7201175689697,gemini/gemini-2.0-flash-exp
2025-10-09T15:22:26.905278,cloud,ldap_injection,block,0.95,2173.2659339904785,gemini/gemini-2.0-flash-exp
2025-10-09T15:22:29.080777,cloud,ldap_injection,block,0.95,2175.017833709717,gemini/gemini-2.0-flash-exp
2025-10-09T15:22:30.388719,cloud,business_logic,block,0.8,1307.5082302093506,gemini/gemini-2.0-flash-exp
2025-10-09T15:22:32.392987,cloud,business_logic,block,0.8,2003.9818286895752,gemini/gemini-2.0-flash-exp
2025-10-09T15:22:34.018192,cloud,business_logic,block,0.8,1624.9611377716064,gemini/gemini-2.0-flash-exp
2025-10-09T15:22:35.906564,cloud,ransomware,block,0.9,1887.9528045654297,gemini/gemini-2.0-flash-exp
2025-10-09T15:22:37.543241,cloud,ransomware,block,0.9,1636.397123336792,gemini/gemini-2.0-flash-exp
2025-10-09T15:22:39.679513,cloud,ransomware,block,0.9,2135.9479427337646,gemini/gemini-2.0-flash-exp
2025-10-09T15:22:41.295795,cloud,normal,allow,0.0,1615.8487796783447,gemini/gemini-2.0-flash-exp
2025-10-09T15:22:43.105442,cloud,normal,allow,0.0,1809.2339038848877,gemini/gemini-2.0-flash-exp
2025-10-09T15:22:43.548955,cloud,normal,allow,0.0,443.27306747436523,gemini/gemini-2.0-flash-exp
2025-10-09T15:22:43.559440,local,sql_injection,block,0.9,9.96088981628418,ollama/llama2
2025-10-09T15:22:43.569871,local,sql_injection,block,0.9,10.190248489379883,ollama/llama2
2025-10-09T15:22:43.579691,local,sql_injection,block,0.9,9.562969207763672,ollama/llama2
2025-10-09T15:22:43.589142,local,xss,block,0.9,9.029865264892578,ollama/llama2
2025-10-09T15:22:43.597021,local,xss,block,0.9,7.637977600097656,ollama/llama2
2025-10-09T15:22:43.605591,local,xss,block,0.9,8.33892822265625,ollama/llama2
2025-10-09T15:22:43.613927,local,cmd_injection,block,0.9,7.95292854309082,ollama/llama2
2025-10-09T15:22:43.621656,local,cmd_injection,block,0.9,7.534027099609375,ollama/llama2
2025-10-09T15:22:43.628975,local,cmd_injection,block,0.9,7.088899612426758,ollama/llama2
2025-10-09T15:22:43.636707,local,path_traversal,block,0.9,7.300138473510742,ollama/llama2
2025-10-09T15:22:43.644342,local,path_traversal,block,0.9,7.35783576965332,ollama/llama2
2025-10-09T15:22:43.646465,local,path_traversal,block,1.0,1.8799304962158203,threat_intel
2025-10-09T15:22:43.653358,local,ldap_injection,allow,0.0,6.578207015991211,ollama/llama2
2025-10-09T15:22:43.660332,local,ldap_injection,allow,0.0,6.767988204956055,ollama/llama2
2025-10-09T15:22:43.667553,local,ldap_injection,allow,0.0,6.976127624511719,ollama/llama2
2025-10-09T15:22:43.674750,local,business_logic,allow,0.0,6.739139556884766,ollama/llama2
2025-10-09T15:22:43.681424,local,business_logic,allow,0.0,6.443977355957031,ollama/llama2
2025-10-09T15:22:43.688087,local,business_logic,allow,0.0,6.391048431396484,ollama/llama2
2025-10-09T15:22:43.695777,local,ransomware,allow,0.0,7.309913635253906,ollama/llama2
2025-10-09T15:22:43.702732,local,ransomware,allow,0.0,6.711006164550781,ollama/llama2
2025-10-09T15:22:43.709657,local,ransomware,allow,0.0,6.690025329589844,ollama/llama2
2025-10-09T15:22:43.716886,local,normal,allow,0.0,6.790876388549805,ollama/llama2
2025-10-09T15:22:43.723601,local,normal,allow,0.0,6.494998931884766,ollama/llama2
2025-10-09T15:22:43.730792,local,normal,allow,0.0,6.908893585205078,ollama/llama2
